filename,emotion,emotion_intensity,statement,repretition,actor_id,gender_int,Average fundamental frequency in voiced segments,Standard deviation of fundamental frequency in Hz,Variablity of fundamental frequency in semitones,Maximum of the fundamental frequency in Hz,Average energy in dB,Standard deviation of energy in dB,Maximum energy,Voiced rate (number of voiced segments per second),Average duration of voiced segments,Standard deviation of duration of voiced segments,Pause rate (number of pauses per second),Average duration of pauses,Standard deviation of duration of pauses ,Average tilt of fundamental frequency,Tilt regularity of fundamental frequency,Mean square error of the reconstructed F0 with a 1-degree polynomial,(Silence duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Unvoiced durations),(Unvoiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Silence durations),(Unvoiced duration)/(Silence durations),Unvoiced duration Regularity,Unvoiced energy Regularity,Voiced duration Regularity,Voiced energy Regularity,Pause duration Regularity,Maximum duration of voiced segments,Maximum duration of unvoiced segments,Minimum duration of voiced segments,Minimum duration of unvoiced segments,rate (# of voiced segments) / (# of unvoiced segments),Average tilt of energy contour,Regression coefficient between the energy contour and a linear regression,Mean square error of the reconstructed energy contour with a 1-degree polynomial,Regression coefficient between the F0 contour and a linear regression,Average Delta energy within consecutive voiced segments,Standard deviation of Delta energy within consecutive voiced segments
03-01-04-01-02-01-21,4,1,2,1,21,1,9.453598022460937500e+01,8.298409461975097656e+00,2.689171971163521135e+01,1.130249710083007812e+02,-4.485021224382931138e+01,2.709080860313937222e+01,-9.820882725745804009e+00,1.255580357142857206e+00,1.133333333333333286e+02,6.182412330330468819e+01,1.674107142857142794e+00,3.500000000000000000e+02,4.153311931459037396e+02,2.982376847446520096e-01,7.576468302429235635e-01,8.553016925642088708e+00,1.270833333333333259e+00,1.100000000000000000e+01,8.333333333333334259e-02,9.166666666666667407e-01,7.213114754098360892e-01,6.557377049180328210e-02,1.699673171197595145e-02,1.242980289465605431e-01,8.207361191742249318e+00,2.903798074991123634e+00,4.099999999999999756e-01,4.000000000000000222e-01,5.000000000000000278e-02,8.999999999999999667e-02,1.000000000000000021e-02,1.333333333333333259e+00,-3.737180516999639712e-01,-9.706339610741020474e-01,1.608209882654331864e+02,4.747077415416182111e-01,2.862362914154530813e+00,1.343930580797724872e+00
03-01-07-01-01-02-21,7,1,1,2,21,1,1.066583557128906250e+02,1.946191596984863281e+01,5.840564762626373607e+01,1.474649505615234375e+02,-5.241771528458958329e+01,2.912177950261570203e+01,-1.387932976899490534e+01,1.255580357142857206e+00,1.133333333333333286e+02,1.699673171197594712e+01,1.674107142857142794e+00,3.575000000000000000e+02,4.193670826376338141e+02,-9.586478748201873179e-01,1.270661991682154657e+00,6.570219922029590265e+00,1.666666666666666741e+00,3.349999999999999645e+00,2.298850574712644201e-01,7.701149425287356909e-01,4.620689655172413590e-01,1.379310344827586188e-01,6.018490028422596172e-02,6.053098380168622089e-02,8.547770478614538092e+00,3.705023466043377400e+00,4.224005471376928167e-01,2.399999999999999911e-01,1.499999999999999944e-01,5.999999999999999778e-02,1.000000000000000021e-02,1.666666666666666741e+00,4.621686476004605720e-02,1.210811245336856079e-01,5.433237639999823614e+02,3.558382432728213751e-01,6.955566885178315673e+00,2.767166935021505125e+00
03-01-08-02-02-01-21,8,2,2,1,21,1,1.972288970947265625e+02,4.518241500854492188e+01,8.956823095769019005e+01,2.981338806152343750e+02,-4.667833351350459026e+01,3.150754936515621907e+01,-1.059958122931843150e+01,1.255580357142857206e+00,1.733333333333333428e+02,4.642796092394706164e+01,1.674107142857142794e+00,3.950000000000000000e+02,3.677295201639378774e+02,2.493238630193917726e-01,7.428952096665731197e+00,1.021451873784189956e+02,7.906976744186046124e-01,1.804347826086956541e+00,3.565891472868216727e-01,6.434108527131782163e-01,8.137254901960784270e-01,4.509803921568626972e-01,5.934831271588284635e-02,6.148622248565572407e-02,9.718654578119954479e+00,1.372982566505445368e+00,0.000000000000000000e+00,2.200000000000000011e-01,1.499999999999999944e-01,7.000000000000000666e-02,1.000000000000000021e-02,1.000000000000000000e+00,-8.001887288671165610e-01,-6.433007436505343568e-01,1.555662464168059245e+01,4.907758719271229086e-01,1.817506615195047415e+00,5.453500477510400124e-01
03-01-04-02-01-02-21,4,2,1,2,21,1,1.645390472412109375e+02,3.564274215698242188e+01,8.135655773505487787e+01,2.370248260498046875e+02,-4.928160582252186828e+01,2.802026023685967360e+01,-9.522254045682551293e+00,8.370535714285713969e-01,1.700000000000000000e+02,0.000000000000000000e+00,1.255580357142857206e+00,4.800000000000000000e+02,4.035674251803119432e+02,-7.960465666890150782e-01,5.489856194361585340e-01,2.211096662711454552e+00,2.014925373134328179e+00,1.016666666666666607e+01,8.955223880597014408e-02,9.104477611940298143e-01,4.518518518518518379e-01,4.444444444444444614e-02,1.414213562373095069e-02,7.428828979051813053e-02,6.482270130487397530e+00,7.715640457134464114e+00,3.649999999999999911e-01,2.300000000000000100e-01,4.000000000000000083e-02,2.999999999999999889e-02,1.000000000000000021e-02,1.333333333333333259e+00,-6.947874792348733564e-02,-4.794783018975159461e-01,5.263486336493813269e+02,2.660311336651253189e-01,7.329672920721348461e+00,6.875606165172273521e+00
03-01-07-01-01-01-21,7,1,1,1,21,1,1.032810592651367188e+02,1.865862464904785156e+01,5.694618124834293837e+01,1.526188049316406250e+02,-5.094516602606273636e+01,3.257007806039928255e+01,-9.395960888182660398e+00,2.092633928571428381e+00,1.000000000000000000e+02,7.014271166700072513e+01,2.511160714285714413e+00,2.450000000000000000e+02,3.770831031306847763e+02,-6.910951014061259556e-01,1.375622298113402087e+00,2.963460798993530876e+00,1.158878504672897325e+00,2.147058823529412130e+00,3.177570093457944278e-01,6.822429906542056832e-01,5.887096774193548709e-01,2.741935483870967527e-01,4.019950248448356245e-02,8.839620404117412567e-02,8.714564223616067196e+00,3.692427958231725871e+00,4.600000000000000200e-01,2.500000000000000000e-01,1.300000000000000044e-01,2.999999999999999889e-02,1.000000000000000021e-02,1.199999999999999956e+00,-3.461073433555017509e-01,-7.483063754344972951e-01,1.864210319191771248e+02,5.067172613668113890e-01,4.003885211493044771e+00,2.145392466088926309e+00
03-01-02-01-01-01-21,2,1,1,1,21,1,9.814595794677734375e+01,9.957908630371093750e+00,3.320391010718162761e+01,1.236435928344726562e+02,-4.182346158197437802e+01,2.419822654340460133e+01,-8.051716316681114094e+00,1.255580357142857206e+00,1.766666666666666572e+02,3.858612300930074923e+01,1.674107142857142794e+00,3.100000000000000000e+02,4.561249828720193591e+02,-2.278026132038239171e-01,1.130292934551051925e-01,3.100302381472784141e+00,9.821428571428570953e-01,1.144444444444444464e+01,8.035714285714284921e-02,9.196428571428570953e-01,9.363636363636362869e-01,8.181818181818180380e-02,1.639359631075500492e-02,9.832980219648566889e-02,7.276408497549148535e+00,2.404328331767132010e+00,0.000000000000000000e+00,4.199999999999999845e-01,5.000000000000000278e-02,1.700000000000000122e-01,1.000000000000000021e-02,1.000000000000000000e+00,-9.834536365379298317e-02,-2.114913737060377663e-01,2.551316010588165568e+02,5.897633792181633527e-01,4.225370411432583850e+00,2.295497522247606170e+00
03-01-04-01-01-01-21,4,1,1,1,21,1,1.038898773193359375e+02,1.087202072143554688e+01,3.624484037691088645e+01,1.446331481933593750e+02,-4.147983446106662342e+01,2.730354201105623346e+01,-8.964912765217434298e+00,1.255580357142857206e+00,1.566666666666666572e+02,1.699673171197594712e+01,1.674107142857142794e+00,3.525000000000000000e+02,3.802877200226166110e+02,-3.626925250303432713e-01,7.135429948282393520e-01,2.954356376389852823e+00,1.133333333333333304e+00,4.000000000000000888e+00,1.999999999999999833e-01,8.000000000000000444e-01,7.058823529411765163e-01,1.764705882352941291e-01,3.269174207655504982e-02,1.024499877989255847e-01,6.625458818266942274e+00,4.940275520690737387e+00,4.249999999999999889e-01,3.300000000000000155e-01,1.000000000000000056e-01,5.000000000000000278e-02,1.000000000000000021e-02,1.250000000000000000e+00,-1.753810191689965381e-01,-6.126589214294400065e-01,2.643330635483490596e+02,4.423964911779256215e-01,5.852705136119131346e+00,4.972601460068566404e+00
03-01-01-01-02-02-21,1,1,2,2,21,1,9.660163116455078125e+01,1.016963481903076172e+01,3.393238670186778450e+01,1.226045074462890625e+02,-4.416981462802824154e+01,2.789302923040795079e+01,-8.784859948883546821e+00,1.255580357142857206e+00,2.300000000000000000e+02,1.639105447085899527e+02,1.674107142857142794e+00,3.375000000000000000e+02,4.239324828318773370e+02,-7.531209420520507125e-02,4.396218880195433276e-01,1.638647301195536699e+00,8.346456692913386544e-01,2.968750000000000000e+00,2.519685039370078705e-01,7.480314960629921295e-01,8.962264150943395347e-01,3.018867924528301772e-01,5.612486080160912494e-02,1.098578627135991664e-01,3.473773274368560759e+00,2.051141421162733458e+00,0.000000000000000000e+00,4.100000000000000311e-01,1.400000000000000133e-01,1.100000000000000006e-01,1.000000000000000021e-02,1.000000000000000000e+00,-2.977875766676665870e-01,-5.463200934469637504e-01,1.520946953745578867e+02,5.763473708781527982e-01,2.833517625446654975e+00,2.740576480702559437e+00
03-01-05-01-02-02-21,5,1,2,2,21,1,1.491459960937500000e+02,2.773651313781738281e+01,7.167283209259065302e+01,1.939316101074218750e+02,-5.082000229248006917e+01,3.147289982496258531e+01,-1.239668471804791849e+01,1.674107142857142794e+00,1.625000000000000000e+02,9.601432184835762484e+01,2.092633928571428381e+00,2.960000000000000000e+02,3.575248243129419734e+02,-8.178122497185194018e-01,1.713979377704577312e+00,2.154030415259660813e+01,1.252427184466019527e+00,3.478260869565217739e+00,2.233009708737863919e-01,7.766990291262135804e-01,6.201550387596899139e-01,1.782945736434108364e-01,5.539629951540084307e-02,1.124277545804415607e-01,6.886821025477057212e+00,1.800171407520006150e+00,3.850000000000000089e-01,3.699999999999999956e-01,1.499999999999999944e-01,2.999999999999999889e-02,1.000000000000000021e-02,1.250000000000000000e+00,-7.290472405041073523e-02,-9.280140086371324593e-02,2.907634518193743816e+02,4.300771153496887877e-01,5.403037568281581216e-01,2.744173633823150382e-01
03-01-02-01-01-02-21,2,1,1,2,21,1,9.691879272460937500e+01,7.785042762756347656e+00,2.368060257275194402e+01,1.184313735961914062e+02,-4.050647293681178240e+01,2.417880845767638576e+01,-7.688934609432831024e+00,1.674107142857142794e+00,2.425000000000000000e+02,1.310295768137865764e+02,2.092633928571428381e+00,2.520000000000000000e+02,3.940253798932246809e+02,-5.919367899301800628e-01,5.600717941039718983e-01,2.216945383128616776e+00,8.124999999999998890e-01,3.413793103448275801e+00,2.265624999999999722e-01,7.734374999999998890e-01,9.519230769230769829e-01,2.788461538461538547e-01,4.354308211415448826e-02,1.188949115816148039e-01,8.013659131822015169e+00,2.388134950852262683e+00,0.000000000000000000e+00,3.900000000000000133e-01,1.400000000000000133e-01,2.999999999999999889e-02,1.000000000000000021e-02,1.000000000000000000e+00,5.905329837504158519e-02,9.972132184611195993e-02,3.046215313120275141e+02,5.395595088625928515e-01,4.059948858107341962e+00,1.433309414523288083e+00
03-01-05-02-02-02-21,5,2,2,2,21,1,1.992691650390625000e+02,2.920434570312500000e+01,7.345835122382493410e+01,2.508517456054687500e+02,-5.093397428582889574e+01,3.206592961804769004e+01,-9.045254703677281682e+00,1.255580357142857206e+00,2.333333333333333428e+02,1.558489297008127892e+02,1.674107142857142794e+00,3.925000000000000000e+02,3.596091628421056043e+02,-3.400793950488054107e-01,2.056724206596516780e+00,4.012821867361072350e+02,1.678160919540229834e+00,9.875000000000000000e+00,9.195402298850574585e-02,9.080459770114942541e-01,5.410958904109589573e-01,5.479452054794520938e-02,3.000000000000000236e-02,1.402453207775574973e-01,1.683790528869334580e+01,1.193770664172465690e+00,3.738389433373087711e-01,4.100000000000000311e-01,7.000000000000000666e-02,4.000000000000000083e-02,1.000000000000000021e-02,2.000000000000000000e+00,-4.246904101168855195e-02,-4.534593384945149325e-02,2.532294024924284770e+02,3.470658518344199028e-01,1.980595901926135660e+00,1.140151882144668782e+00
03-01-05-02-02-01-21,5,2,2,1,21,1,1.794251861572265625e+02,2.711603927612304688e+01,7.088947288865409746e+01,2.192646636962890625e+02,-5.179821608866263460e+01,3.269520878602471470e+01,-7.039081380653104958e+00,1.255580357142857206e+00,2.333333333333333428e+02,1.419702629269790179e+02,1.674107142857142794e+00,3.825000000000000000e+02,3.719122880465231447e+02,-1.069243622842112051e-01,2.375218659720295555e+00,3.382406567726469859e+01,1.783132530120481674e+00,1.283333333333333215e+01,7.228915662650602092e-02,9.277108433734939652e-01,5.202702702702702853e-01,4.054054054054054279e-02,2.000000000000000042e-02,1.275490101882409688e-01,1.533750171814240026e+01,2.268020565204384109e+00,3.691732505056248836e-01,3.800000000000000044e-01,5.000000000000000278e-02,4.000000000000000083e-02,1.000000000000000021e-02,2.000000000000000000e+00,3.226744926637336031e-01,6.545707846024620968e-01,4.309145089609235697e+02,3.317187651994508713e-01,3.194519421138727999e+00,2.721062961005483949e+00
03-01-03-02-01-02-21,3,2,1,2,21,1,1.684532470703125000e+02,5.100289535522460938e+01,9.476385729022362625e+01,2.546786956787109375e+02,-4.991301109538008518e+01,3.166577307046630807e+01,-8.314335755696850683e+00,1.674107142857142794e+00,1.500000000000000000e+02,7.874007874011810770e+01,2.092633928571428381e+00,3.080000000000000000e+02,3.759468047476930224e+02,-5.403264560989624599e-01,2.435688754737171724e+00,6.162150531472290993e+01,1.343434343434343425e+00,3.950000000000000622e+00,2.020202020202020166e-01,7.979797979797980112e-01,5.939849624060150601e-01,1.503759398496240518e-01,4.183300132670377675e-02,7.194442299441979050e-02,9.360372800984912089e+00,2.287426735137593869e+00,3.649999999999999911e-01,2.399999999999999911e-01,1.199999999999999956e-01,5.000000000000000278e-02,1.000000000000000021e-02,1.250000000000000000e+00,-6.335913565741385645e-02,-1.024805479695598542e-01,2.302516378871160327e+02,3.321107601343464832e-01,4.616470603970804554e+00,1.419626956001617479e+00
03-01-05-01-01-02-21,5,1,1,2,21,1,1.482674865722656250e+02,2.515263366699218750e+01,6.828698496604306456e+01,1.821679382324218750e+02,-5.165408769393167177e+01,3.242628589079830448e+01,-1.073046582334335142e+01,1.674107142857142794e+00,1.925000000000000000e+02,8.257572282456872870e+01,2.092633928571428381e+00,2.820000000000000000e+02,3.769031705889458408e+02,3.596664592491501944e-01,1.157782384041432522e+00,5.759226378589793249e+00,1.274509803921568540e+00,7.500000000000000888e+00,1.176470588235294101e-01,8.823529411764705621e-01,6.923076923076922906e-01,9.230769230769229894e-02,1.224744871391588927e-02,6.164414002968976458e-02,7.697409601571880700e+00,3.021937772436298797e+00,3.800000000000000044e-01,2.500000000000000000e-01,4.000000000000000083e-02,8.000000000000000167e-02,1.000000000000000021e-02,1.250000000000000000e+00,1.650526795418671144e-01,3.526899614174434650e-01,4.765056845247292472e+02,4.089422997989819453e-01,4.729175559007733121e+00,1.961281987780961522e+00
03-01-07-02-02-02-21,7,2,2,2,21,1,1.012278747558593750e+02,1.502115345001220703e+01,4.843785209863833074e+01,1.313266754150390625e+02,-4.387860510121799251e+01,2.700005529935918247e+01,-1.298818590137209483e+01,8.370535714285713969e-01,1.150000000000000000e+02,6.500000000000000000e+01,1.255580357142857206e+00,4.666666666666666856e+02,4.092540639857946303e+02,-9.600498633207357191e-01,1.301756543441179970e+00,7.824555222294842238e+00,1.494623655913978721e+00,3.428571428571428381e+00,2.258064516129032195e-01,7.741935483870967527e-01,5.179856115107912551e-01,1.510791366906474587e-01,4.145780987944249624e-02,1.190965994476752415e-01,4.503368438818006858e+00,2.561588824248993923e+00,4.150000000000000355e-01,3.599999999999999867e-01,1.199999999999999956e-01,2.999999999999999889e-02,1.000000000000000021e-02,1.250000000000000000e+00,5.601523438984116338e-02,1.014613366880230128e-01,4.634904131447759710e+02,4.442999280494936420e-01,3.667816341014640713e+00,3.115009540854641656e+00
03-01-02-02-01-01-21,2,2,1,1,21,1,9.923840332031250000e+01,1.127715301513671875e+01,3.751162723565987989e+01,1.354027252197265625e+02,-3.608861625129113548e+01,2.245879192659037926e+01,-7.666841918323007654e+00,1.255580357142857206e+00,1.766666666666666572e+02,5.906681715556449319e+01,1.674107142857142794e+00,3.075000000000000000e+02,4.345903243285565623e+02,-5.915467461230556889e-01,3.469214055976432842e-01,5.927827555611390409e+00,9.059829059829060949e-01,8.000000000000000000e+00,1.111111111111111188e-01,8.888888888888889506e-01,9.811320754716981174e-01,1.226415094339622647e-01,1.920286436967151913e-02,1.115795680221069869e-01,7.781654731881646470e+00,2.337871834917037983e+00,0.000000000000000000e+00,4.299999999999999933e-01,5.999999999999999778e-02,1.600000000000000033e-01,1.000000000000000021e-02,1.000000000000000000e+00,-4.432899483167903609e-01,-9.269441674402326692e-01,7.068457276510231679e+01,5.823860991997077408e-01,1.446340056975600419e+00,1.050240816665827026e+00
03-01-01-01-02-01-21,1,1,2,1,21,1,9.827923583984375000e+01,9.605937957763671875e+00,3.195791921249197287e+01,1.289019927978515625e+02,-4.548464558586340445e+01,2.901413330899319476e+01,-1.150300825557995132e+01,1.674107142857142794e+00,2.075000000000000000e+02,1.239707626821743958e+02,2.092633928571428381e+00,2.700000000000000000e+02,3.707829553795589845e+02,1.513696787466251720e-02,3.964597650532218354e-01,2.935202055709560387e+00,8.203125000000000000e-01,3.129032258064515570e+00,2.421875000000000278e-01,7.578125000000000000e-01,9.238095238095237471e-01,2.952380952380952994e-01,5.804093383121950583e-02,9.807522622966514947e-02,4.227582658835696172e+00,1.917352718330820105e+00,0.000000000000000000e+00,3.800000000000000044e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.000000000000000021e-02,1.000000000000000000e+00,-5.454576659107045478e-01,-9.354230273783095129e-01,7.203850513233750519e+01,5.890259125953110075e-01,1.107278661744161674e+00,9.045782992613355944e-01
03-01-07-02-01-01-21,7,2,1,1,21,1,1.095369338989257812e+02,1.163754844665527344e+01,3.960084988330001465e+01,1.327852478027343750e+02,-5.086912716019577374e+01,2.577912342408830426e+01,-1.130426278893132519e+01,8.370535714285713969e-01,1.000000000000000000e+02,2.000000000000000000e+01,1.255580357142857206e+00,4.500000000000000000e+02,4.636809247747852396e+02,-1.143862814144580575e+00,1.867525128824074176e+00,2.563566856434741914e-01,3.900000000000000355e+00,6.999999999999999112e+00,1.250000000000000278e-01,8.750000000000000000e-01,2.243589743589743390e-01,3.205128205128205537e-02,1.500000000000000118e-02,2.947456530637898933e-02,4.326087363032006472e+00,5.657731936963795505e+00,4.242640687119285658e-01,1.199999999999999956e-01,4.000000000000000083e-02,4.000000000000000083e-02,1.000000000000000021e-02,2.000000000000000000e+00,-1.772429157405178424e-01,-8.969252411610150189e-01,3.618745111085387407e+02,1.448452473628097648e-01,5.874081099373586135e+00,4.775599531527714880e+00
03-01-06-02-02-01-21,6,2,2,1,21,1,1.449411315917968750e+02,1.550229930877685547e+01,4.952953081785855716e+01,2.034812164306640625e+02,-5.281096002099842934e+01,3.166135487920358926e+01,-1.188571047821151083e+01,1.674107142857142794e+00,1.250000000000000000e+02,5.408326913195984531e+01,2.092633928571428381e+00,3.040000000000000000e+02,3.866057423267274658e+02,-6.035278374322273764e-01,1.816423017599767986e+00,1.512041921854308235e+01,1.026086956521739202e+00,4.227272727272727515e+00,1.913043478260869346e-01,8.086956521739130377e-01,7.881355932203389925e-01,1.864406779661016700e-01,4.642796092394706198e-02,4.866980583482945905e-02,8.767871113339678502e+00,4.389196536170786089e+00,4.299999999999999933e-01,2.899999999999999800e-01,1.199999999999999956e-01,1.600000000000000033e-01,1.000000000000000021e-02,1.333333333333333259e+00,2.174466303165619174e-01,8.536556188731098116e-01,7.492047579222206650e+02,5.637575811142450100e-01,5.402640439171527476e+00,3.955282159376935169e+00
